doc_id,source,category,title,text,date
pubmed_39766450,pubmed,medical,"Neurophysiologic Innovations in ALS: Enhancing Diagnosis, Monitoring, and Treatment Evaluation.","Neurophysiologic Innovations in ALS: Enhancing Diagnosis, Monitoring, and Treatment Evaluation.

Amyotrophic lateral sclerosis (ALS) is a progressive disease of both upper motor neurons (UMNs) and lower motor neurons (LMNs) leading invariably to decline in motor function. The clinical exam is foundational to the diagnosis of the disease, and ordinal severity scales are used to track its progression. However, the lack of objective biomarkers of disease classification and progression delay clinical trial enrollment, muddle inclusion criteria, and limit accurate assessment of drug efficacy. Ultimately, biomarker evidence of therapeutic target engagement will support, and perhaps supplant, more traditional clinical trial outcome measures. Electrophysiology tools including nerve conduction study and electromyography (EMG) have already been established as diagnostic biomarkers of LMN degeneration in ALS. Additional understanding of the motor manifestations of disease is provided by motor unit number estimation, electrical impedance myography, and single-fiber EMG techniques. Dysfunction of UMN and non-motor brain areas is being increasingly assessed with transcranial magnetic stimulation, high-density electroencephalography, and magnetoencephalography; less common autonomic and sensory nervous system dysfunction in ALS can also be characterized. Although most of these techniques are used to explore the underlying disease mechanisms of ALS in research settings, they have the potential on a broader scale to noninvasively identify disease subtypes, predict progression rates, and assess physiologic engagement of experimental therapies.",2024
2605.14639v1,arxiv,scientific,Spin resolved spectral topology and re-entrant localization in a non Hermitian quasiperiodic SSH chain,"Spin resolved spectral topology and re-entrant localization in a non Hermitian quasiperiodic SSH chain

We investigate localization and spectral topology in a non Hermitian quasiperiodic Su Schrieffer Heeger lattice with Rashba spin orbit coupling and spin-dependent hopping. By analyzing the inverse participation ratio, complex energy spectrum, and spectral winding numbers, we demonstrate the emergence of a re-entrant transition from extended to localized and back to extended phases as the non-Hermitian parameter increases. The localization transition is accompanied by a simultaneous real-complex-real spectral transition in the complex-energy plane. In the absence of spin dependent hopping, the spectrum forms two nearly spin-degenerate loops characterized by winding numbers w = 2. Upon introducing finite spin-dependent hopping, each loop splits into two independent spin-resolved spectral branches, resulting in four disconnected spectral contours carrying distinct winding sectors. Our results reveal a direct correspondence between localization, spectral topology, and spin-resolved spectral splitting in non-Hermitian quasiperiodic systems.",2026-05-14T09:57:04Z
wiki_market_liquidity,wikipedia,financial,Market liquidity,"In business, economics or investment, market liquidity is a market's feature whereby an individual or firm can quickly purchase or sell an asset without causing a drastic change in the asset's price. Liquidity involves the trade-off between the price at which an asset can be sold, and how quickly it can be sold. In a liquid market, the trade-off is mild: one can sell quickly without having to accept a significantly lower price. In a relatively illiquid market, an asset must be discounted in order to sell quickly. A liquid asset is an asset which can be converted into cash within a relatively short period of time, or cash itself, which can be considered the most liquid asset because it can be exchanged for goods and services instantly at face value.


== Overview ==

A liquid asset has some or all of the following features: it can be sold rapidly, with minimal loss of value, anytime within market hours. The essential characteristic of a liquid market is that there are always ready and willing buyers and sellers. It is similar to, but distinct from, market depth, which relates to the trade-off between quantity being sold and the price it can be sold for, rather than the liquidity trade-off between speed of sale and the price it can be sold for. A market may be considered both deep and liquid if there are ready and willing buyers and sellers in large quantities.
An illiquid asset is an asset which is not readily salable (without a drastic price reduction, and sometimes not at any price) due to uncertainty about its value or the lack of a market in which it is regularly traded. The mortgage-related assets which resulted in the subprime mortgage crisis are examples of illiquid assets, as their value was not readily determinable despite being secured by real property. Before the crisis, they had moderate liquidity because it was believed that their value was generally known.
Speculators and market makers are key contributors to the liquidity of a market or asset. Speculators are individuals or institutions that seek to profit from anticipated increases or decreases in a particular market price. Market makers seek to profit by charging for the immediacy of execution: either implicitly by earning a bid/ask spread or explicitly by charging execution commissions. By doing this, they provide the capital needed to facilitate the liquidity. The risk of illiquidity does not apply only to individual investments: whole portfolios are subject to market risk. Financial inst",
pubmed_42084338,pubmed,medical,Cardiovascular Risk in Women with Metabolic Dysfunction-Associated Steatotic Liver Disease Across the Menopausal Transition.,"Cardiovascular Risk in Women with Metabolic Dysfunction-Associated Steatotic Liver Disease Across the Menopausal Transition.

Metabolic dysfunction-associated steatotic liver disease (MASLD) poses a substantial global health burden, yet the cardiovascular impact across menopausal status remains unclear. Thus, this study aimed to assess the association between MASLD and cardiovascular risk in premenopausal and postmenopausal women.",2026
2605.15121v1,arxiv,scientific,Rovibrational structure and electric dipole moments of the AcOCH$_3$+ ion,"Rovibrational structure and electric dipole moments of the AcOCH$_3$+ ion

The possibility of laser cooling and the presence of closely spaced rovibrational doublets make polyatomic molecules an attractive platform for the $\mathcal{P}$, $\mathcal{T}$-violation searches. We study the spectrum of the lowest rovibrational state of the AcOCH$_3+$ symmetric top molecule. The electronic structure full-electron computation was performed within a relativistic coupled cluster method with double and perturbative triple excitations. The rovibrational wavefunctions are obtained using a coupled channel technique, taking into account all rovibrational effects and anharmonicities of the potential. As a result, the vibrational frequencies, as well as the values of the electric dipole moments for the rovibrational states, were computed.",2026-05-14T17:32:42Z
2605.10291v1,arxiv,financial,"Generative AI Fuels Solo Entrepreneurship, but Teams Still Lead at the Top","Generative AI Fuels Solo Entrepreneurship, but Teams Still Lead at the Top

Recent advances in generative artificial intelligence (AI) are reshaping who enters entrepreneurship, but not who reaches the top of the quality distribution. Using data on over 160,000 product launches on Product Hunt, we find that entrepreneurial entry increased sharply following the public release of ChatGPT-3.5, driven disproportionately by solo entrepreneurs. This shift toward solo entry is particularly pronounced in categories that historically favored team-based ventures. However, much of this growth reflects low-commitment, experimental entry and does not translate into greater representation among the highest-quality outcomes. Team-based ventures are increasingly dominant in the top tiers of platform rankings. These findings suggest that generative AI lowers barriers to solo entrepreneurship while reinforcing team-based advantages.",2026-05-11T09:53:44Z
pubmed_41292559,pubmed,medical,Social media use and child cigarette smoking and e-cigarette use: A cohort study 2015-2023.,"Social media use and child cigarette smoking and e-cigarette use: A cohort study 2015-2023.

There are growing concerns that advertising and promotion on social media are driving youth use of tobacco and e-cigarettes. The UK provides an instructive example as it has high levels of e-cigarette use, high levels of social media use and a restrictive tobacco control environment. Existing evidence in the UK, however, has not focused on children, and has not been updated to reflect changes in patterns of social media use and in the use of these products. The aim of this study is to assess the associations of social media use with smoking and vaping.",2025
pubmed_36780280,pubmed,medical,Mental health therapy for veterans with PTSD as a family affair: A qualitative inquiry into how family support and social norms influence veteran engagement in care.,"Mental health therapy for veterans with PTSD as a family affair: A qualitative inquiry into how family support and social norms influence veteran engagement in care.

Social support is important for posttraumatic stress disorder (PTSD) recovery and emerging literature indicate that social support could increase engagement in PTSD therapy. However, there is a need to understand how and why family involvement can increase treatment engagement to inform strategies used in clinical practice. This study explores how individuals with PTSD and family members of individuals with PTSD experience therapy and how social interactions help or hinder therapy engagement. We interviewed 18 U.S. military veterans who had been referred for psychotherapy for PTSD in the Veterans Health Administration and 13 family members and used rapid content analysis to identify themes. We found that engaging in therapy was a family-level decision that participants expected to improve family life. Veterans were motivated to seek treatment to protect their relationships with loved ones. Family members generally encouraged veterans to seek treatment. Specifically, family members who viewed PTSD as a treatable illness versus a static aspect of the veteran's personality expressed positive attitudes about the effectiveness of therapy for reducing symptoms. Veterans whose social networks included individuals with prior military or trauma-related experiences reported that their loved ones possessed more understanding of PTSD and described positive subjective norms around therapy. Family members are often embedded in the therapy process because PTSD has a profound impact on the family. Positive subjective norms for therapy are created by family encouragement and may influence veteran perceptions about the value of treatment. Family members should be engaged early in mental health therapy and to the extent desired by the patient and family member. (PsycInfo Database Record (c) 2023 APA, all rights reserved).",2023
pubmed_42133639,pubmed,medical,Economic evaluation of finotonlimab plus bevacizumab as first-line therapy for advanced hepatocellular carcinoma.,"Economic evaluation of finotonlimab plus bevacizumab as first-line therapy for advanced hepatocellular carcinoma.

To compare the cost-effectiveness of dual-agent group (finotonlimab combined with a bevacizumab biosimilar) (SCT510) versus sorafenib as first-line treatment for advanced hepatocellular carcinoma (HCC) from the perspective of the Chinese healthcare system.",2026
pubmed_42131276,pubmed,medical,A case of reconstruction for triple-negative metaplastic breast cancer that enlarged rapidly during neoadjuvant immunochemotherapy.,"A case of reconstruction for triple-negative metaplastic breast cancer that enlarged rapidly during neoadjuvant immunochemotherapy.

We report a case of reconstruction for triple-negative metaplastic breast cancer that rapidly enlarged during neoadjuvant immunochemotherapy, requiring semi-emergency surgery. A 47-year-old female with metaplastic carcinoma (cT2N0M0, stage IIA) received pembrolizumab, paclitaxel, and carboplatin in a neoadjuvant fashion. Rapid tumor enlargement and axillary lymph node swelling occurred during the first cycle of immunochemotherapy, necessitating semi-emergency surgery to prevent tumor rupture (cT4bN1M0, stage IIIB). Right mastectomy with partial pectoralis major muscle resection and axillary lymph node dissection were performed, exposing the ribs and sternum. Reconstruction utilized an internal mammary artery perforator flap with caudal rotation-advancement, followed by meshed skin grafting. Despite partial epidermal necrosis, wound closure was achieved after 3 weeks. Chemotherapy resumed 4 weeks after surgery; radiation therapy was initiated 4.5 months later. The patient remains disease-free 18 months after surgery. To our knowledge, mastectomy with pectoralis major resection and internal mammary artery perforator flap reconstruction for a triple-negative metaplastic breast cancer that had rapidly progressed during neoadjuvant therapy has not been previously reported.",2026
2605.11389v1,arxiv,scientific,"Bistability, Absolute Concentration Robustness, and Hysteresis in Dual-Site Futile Cycles with Bifunctional Enzymes","Bistability, Absolute Concentration Robustness, and Hysteresis in Dual-Site Futile Cycles with Bifunctional Enzymes

Bifunctional enzymes, which catalyze both the forward and reverse steps of a substrate modification reaction, arise naturally in bacterial two-component signaling systems and metabolic regulation. Beyond their well-known role in conferring absolute concentration robustness (ACR) on substrate species, bifunctional enzymes profoundly shape the dynamical landscape of the networks in which they appear. We study a class of dual-site futile cycles in which the reverse modification steps are carried out by bifunctional enzyme-substrate compounds, and provide a complete mathematical analysis of all four such networks, characterizing the existence, number, and stability of steady states, as well as the bifurcation structure as total substrate is varied. All four networks admit boundary steady states, in contrast to the non-bifunctional case. The networks differ in the number and stability of boundary steady states, in the maximum number of positive steady states (ranging from two to four), and in whether bistability is present. In two networks, a transcritical bifurcation connects the boundary and positive steady state branches; in one case this is a backward bifurcation, producing hysteresis. Perhaps the most striking phenomenon occurs in one of the four networks, which simultaneously exhibits bistability and ACR in the final modification state, where the system can settle into either of two stable steady states with different intermediate concentrations yet identical final product concentration.",2026-05-12T01:21:38Z
pubmed_35058126,pubmed,medical,Adverse reactions to the BNT162b2 and mRNA-1273 mRNA COVID-19 vaccines in Japan.,"Adverse reactions to the BNT162b2 and mRNA-1273 mRNA COVID-19 vaccines in Japan.

The BNT162b2 and mRNA-1273 COVID-19 vaccines are the main vaccines that have been used for mass vaccination in Japan. Information on adverse reactions to COVID-19 vaccines in the Japanese population is limited.",2022
2605.15057v1,arxiv,scientific,Numerical simulations of waves and turbulence in coronal loops: observables and spectra,"Numerical simulations of waves and turbulence in coronal loops: observables and spectra

We investigate numerically the time evolution of velocity and magnetic field fluctuations in a coronal loop, focusing on the dynamics due to both phase mixing and turbulent cascade. The intensity, doppler velocity and non-thermal broadening are synthesized from numerical results in order to establish if the upcoming Multi-slit Solar Explorer (MUSE) mission could reveal the presence of those phenomena in the solar corona through its unprecedented high-resolution spectroscopic observations. The loop is represented by a cylindrical pressure-balanced magnetic structure with a transverse density and magnetic field inhomogeneity. The initial perturbation is a superposition of a torsional Alfvén wave and a transverse turbulent component with different tunable weights. In order to reconstruct plasma emission features we calculate moments of the Fe IX 171 Å spectral line. 2D maps obtained by integrating the emission along the assumed line of sight are calculated for the emission intensity $I_0$, the Doppler shift $I_1$ and the non-thermal broadening $I_2$, for several values of the model parameters. Finally, we simulate MUSE spectrograph by considering a resolution of $312$ km $\times$ $312$ km. We observe how intensity maps show the formation of longitudinal threads. The generation of small-scale fluctuations mainly takes place in the inhomogeneity region at the loop boundary, where the effects of phase mixing and non-thermal broadening are stronger. 1D power spectra of intensity and Doppler shift maps are calculated and compared with the corresponding spectra of density and line-of-sight velocity component. The agreement observed between the spectral indexes of the intensity power spectra at MUSE resolution and the one computed from the full 3D density field indicates that spectra of $I_0$ can be used to infer information on the spectrum of density inside a loop.",2026-05-14T16:50:02Z
2605.08071v1,arxiv,financial,Vibe Econometrics and the Analysis Contract,"Vibe Econometrics and the Analysis Contract

""Vibe coding"" and ""vibe analytics"" have been framed as a democratization of technical capability. This paper argues that AI-assisted methodology more broadly, or what I call ""vibe methodology,"" also democratizes the failure modes specific to each domain. When AI assists with methods whose validity depends on assumptions that cannot be verified from the output alone (a class I call ""vibe inference""), the failure surface is structurally different: the output does not reliably signal invalidity, and when it does, recognizing the signal requires the expertise the workflow bypasses. I focus on ""vibe econometrics,"" the subset of AI-assisted causal analysis where identification can be named faster than it can be audited. The claim of this paper is not that AI invents inferential failures that did not previously exist, but that it changes their incidence, observability, and persuasive force enough to create a practically distinct governance problem. This results in three failure modes: method-data mismatch, where AI bypasses expertise at execution; confidence laundering, where AI amplifies the credibility of formatted output; and invisible forking, which spans both. What is new is not the failure modes but AI's industrialization of their packaging. The barrier between naming a method and executing it has collapsed, and weak foundations, dressed as rigorous analysis, now reach audiences at a scale, speed, and polish that previously required expertise. I propose the Analysis Contract, a pre-commitment framework that adapts the logic of pre-analysis plans and the Causal Roadmap to the AI-assisted setting. The contract imposes three conditions before a causal claim is made: a method-data contract, a data audit, and a pre-commitment statement defining what would count as a disconfirming result. The framework generalizes across domains of vibe inference through domain-specific instantiation.",2026-05-08T17:54:47Z
wiki_1990s_finnish_banking_crisis,wikipedia,financial,1990s Finnish banking crisis,"The Finnish Banking Crisis of 1990s was a deep systemic crisis of the entire Finnish financial sector that took place mainly in the years 1991–1993, after several years of debt-based economic boom in the late 1980s. Its total taxpayer cost was roughly 8% of the Finnish GNP, making it the most severe of the contemporary Nordic banking crises. The crisis has been attributed to a combination of macro-economic turbulence, weak regulation, and bank-specific problems. Governmental intervention included bank takeovers, direct monetary assistance and temporary blanket guarantees to the banks.


== Background ==
Until the 1980s, the Finnish financial market was tightly regulated: the Bank of Finland controlled interest rates, foreign exchange rates, and import and export of currency. High interest rates caused a chronic excess in potential demand vs. available supply of debt. Thus, interest rates were relatively high (Helibor ca. 10–15%), the so-called Suomi-lisä ""Finland surcharge"" versus foreign less regulated markets.
In the early 1980s the financial market was mostly deregulated, leading to a massive credit expansion largely based on foreign debt. Soaring stock and real estate prices attracted frantic speculative activity by banks, private companies and individual investors. Banks aggressively expanded their borrowing in foreign currency, including even banks such as Osuuspankki or the Säästöpankki group who did not do that earlier. For this, the period of the late 1980s is colloquially known in Finland as kasinotalous ('casino economy').


== Banks became speculators ==
The banks started to actively participate in profit-seeking, high-risk operations such as company takeovers and foreign investments, for which they had little experience.
The most active role was played by savings banks and their mutually owned central institution Säästöpankkien Keskus-Osake-Pankki (SKOP), which wanted to break free from the ""old-fashioned"" retail banking business. Some of SKOP's operations were very large compared to the bank's equity, and would later cause great losses: in 1987 it acquired Tampella (a Finnish heavy industry manufacturer that went bankrupt in 1990), and in 1988 it granted 400 million FIM of credit to a Virgin Islands hotel project.
SKOP's strategy was to use massive short-term credit, readily available from the money market, to finance their operations and long-term investments on the stock market and in corporate loans. This was often highly profitable during",
pubmed_42118603,pubmed,medical,Use of Wearable Sensors in Angelman Syndrome: A Systematic Review.,"Use of Wearable Sensors in Angelman Syndrome: A Systematic Review.

Wearable sensors are a promising method for collecting clinical trial outcome data for people with Angelman syndrome (AS). However, there has yet to be a systematic probe into the ways in which wearable sensors have been successfully used in AS. The current study aims to provide a quantitative summary of wearable sensors used in AS, including contexts of use and psychometric properties, and to present key narrative highlights.",2026
pubmed_40176335,pubmed,medical,A Quantitative Study of Factors Influencing Myasthenia Gravis Telehealth Examination Score.,"A Quantitative Study of Factors Influencing Myasthenia Gravis Telehealth Examination Score.

The adoption of telemedicine is generally considered as advantageous for patients and physicians, but there is limited rigorous assessment of examination strengths and limitations. We set out to perform a quantitative assessment of the limitations of a standardized examination of subjects with myasthenia gravis (MG) during video-taped telemedicine sessions.",2025
2605.15073v1,arxiv,scientific,Fast contracted Clebsch--Gordan tensor products for equivariant graph neural networks,"Fast contracted Clebsch--Gordan tensor products for equivariant graph neural networks

We present an $\mathcal{O}(L^3)$ algorithm for evaluating contracted Clebsch--Gordan tensor products in $\mathrm{O}(3)$-equivariant machine learning potentials at fixed Canonical Polyadic (CP) rank. Mapping the angular integral to a structured Gauss--Legendre and Fourier tensor-product grid decouples the radial channel contractions from the angular transforms. The antisymmetric parity-odd Clebsch--Gordan channels, unreachable by the symmetric pointwise product on a scalar $S^2$ grid, are recovered through the surface-curl pairing $\hat r \cdot [\nabla_{S^2} A \times \nabla_{S^2} B]$, the spherical Poisson bracket, which supplies the $L=1$ angular momentum on the grid while preserving rotational equivariance. The construction extends to parity-aware equivariant message passing in atomic-cluster-expansion-style architectures and is verified by direct numerical quadrature. The full uncontracted Clebsch--Gordan tensor product remains subject to the $\mathcal{O}(L^4)$ output-size lower bound. A benchmark shows wall-clock scaling empirically as $L^2$ across the practical $l_{\max}$ range. For the on-site contraction this is pre-asymptotic, giving way to $L^3$ at large $l_{\max}$. For message passing it is structural and the runtime is memory-bandwidth bound on $L^2$-sized grid tensors.",2026-05-14T16:59:00Z
pubmed_42111119,pubmed,medical,A Thematic Analysis of Sleep Behavior Self-Regulation in Young Adults with Type 1 Diabetes.,"A Thematic Analysis of Sleep Behavior Self-Regulation in Young Adults with Type 1 Diabetes.

Sleep is critical for young adults, particularly those with type 1 diabetes (T1D), who face unique challenges in achieving recommended sleep and diabetes health targets. The purpose of this study guided by the theoretical framework of self-regulation theory is to explore how these individuals navigate self-regulatory processes in their sleep behaviors through mechanisms of self-monitoring, self-judgment, and self-evaluation.",2026
pubmed_39820627,pubmed,medical,Reasons for declining to participate in a trial of online cognitive behavioural therapy following orthopaedic trauma: A mixed methods study.,"Reasons for declining to participate in a trial of online cognitive behavioural therapy following orthopaedic trauma: A mixed methods study.

The timely enrollment of study participants is critical to the success of clinical trials. Understanding factors that contribute to patients' decision to participate in trials involving online cognitive behavioural therapy for pain management should prove helpful to optimize the design of study protocols. Fracture patients from an orthopaedic clinic who declined to participate in the Cognitive behavioural therapy to Optimize Post-operative rEcovery (COPE) trial were asked to complete a Research Participation Questionnaire that asked them about their previous experiences with clinical research and mental health therapy and their reasons for declining to participate in the COPE trial. At the end of the questionnaire, a subset of participants was offered the opportunity to participate in a telephone interview to further discuss why they declined to participate in the COPE trial. Sixty-four patients who declined to participate in the COPE trial completed the questionnaire and twenty of these participants agreed to take part in a telephone interview (31%). Twenty-two participants (34%) had previous experience with clinical research and six participants (9%) had received cognitive behavioural therapy (CBT) in the past. Excessive time commitment (41%) was the most commonly selected reason for not participating in the COPE trial, followed by a disinclination to participate in clinical research (19%). Four themes emerged from the interviews with participants: 1) belief that they could overcome mental health challenges after their fracture without external help; 2) belief that CBT might be helpful for some fracture patients, but not for themselves; 3) preference for online or in-person CBT; and 4) concerns regarding time commitment. To maximize enrollment, trials exploring the role of psychotherapy in recovery from orthopedic trauma should optimize time commitment of psychotherapy. Providing information in the patient consent process regarding evidence for psychotherapy and recovery from orthopedic trauma may also prove helpful in promoting patient enrollment.",2025
pubmed_39084324,pubmed,medical,Association of Nutritional Risk Index With Infection-Related Hospitalization and Death After Hospitalization in Patients Undergoing Maintenance Hemodialysis.,"Association of Nutritional Risk Index With Infection-Related Hospitalization and Death After Hospitalization in Patients Undergoing Maintenance Hemodialysis.

Patients undergoing dialysis frequently experience hospitalization due to cardiovascular disease (CVD) and infection. This population is also at high risk of rehospitalization and subsequent death. In addition to serious outcomes, hospitalization incurs substantial medical cost. Prevention of hospitalization is accordingly an urgent matter. Here, we examined whether nutritional disorder was associated with hospitalization and subsequent death.",2025
2605.14898v1,arxiv,scientific,Generative reconstruction of 2D and 3D polycrystalline microstructures using symmetrized hyperspherical harmonics,"Generative reconstruction of 2D and 3D polycrystalline microstructures using symmetrized hyperspherical harmonics

Establishing structure-property linkages in polycrystalline materials requires representative two- (2D) and three- (3D) dimensional microstructural inputs for full-field simulations. A core objective of microstructure characterization and reconstruction is the generative synthesis of 2D and 3D microstructures that reflect a target statistical ensemble using limited 2D data as a reference. This work introduces an orientation-based differentiable microstructure characterization and reconstruction framework, implemented in MCRpy, to perform reconstructions of voxelized images. Unit quaternions in combination with symmetrized hyperspherical harmonics are utilized to derive a continuous, symmetry-invariant representation of crystallographic orientations to overcome the numerical singularities and discontinuities associated with traditional Euler-based methods.
  The descriptor-based reconstructions are driven by a set combining two-point spatial correlations, a novel hybrid three-point variogram, and a mean variation regularizer to capture both global texture and local interfacial topology. The framework's efficiency is demonstrated by reconstructing 3D realizations from 2D orientation data of an aluminum alloy after thermo-mechanical processing, successfully recovering both morphological features and crystallographic distribution. Systematic benchmarking indicates that second-order gradient-based optimization, utilizing the L-BFGS-B algorithm, effectively navigates the complex loss landscape to generate high-fidelity realizations with minimal residuals. This methodology provides a versatile, open-source framework for the digital synthesis of polycrystalline representative volume elements to facilitate the rapid development of microstructure-informed materials design workflows.",2026-05-14T14:38:59Z
pubmed_42114107,pubmed,medical,Cardiovascular Comorbidities and Risk in Hidradenitis Suppurativa: A Systematic Review and Meta-analysis.,"Cardiovascular Comorbidities and Risk in Hidradenitis Suppurativa: A Systematic Review and Meta-analysis.

Hidradenitis suppurativa (HS) is a chronic inflammatory skin disease associated with cardiometabolic morbidity, yet published estimates of cardiovascular comorbidities and cardiovascular risk in HS vary widely.",2026
pubmed_40357737,pubmed,medical,"Developing IBD Outcome Effect Size Thresholds to Inform Research, Guidelines, and Clinical Decisions.","Developing IBD Outcome Effect Size Thresholds to Inform Research, Guidelines, and Clinical Decisions.

When designing clinical trials, interpreting trial outcomes for guideline development or sharing decisions with patients in clinical practice, the clinical outcomes used and the implicit choices on what constitutes a clinically significant finding can vary greatly. This can lead to diversity or even inequity in care offered to patients with inflammatory bowel disease (IBD). The GRADE approach to guideline development has proposed a process to address this prospectively to solve these issues, but this has never been used in IBD. We aimed to develop the first international consensus set of outcome thresholds to establish their use in Crohn's disease and ulcerative colitis.",2025
2605.11717v1,arxiv,financial,On convergence of the Mayer problems arising in the theory of financial markets with transaction cost,"On convergence of the Mayer problems arising in the theory of financial markets with transaction cost

The geometric approach to financial markets with proportional transaction cost prescribes to imbed a specific model (of stock market, of currency market etc.), usually given in a parametric form, into a natural framework defined by the two random processes, S and K. The first one, d-dimensional, models the price evolution of basic securities while the second one, cone-valued, describes the evolution of the solvency set. It happened that the fundamental questions -- no-arbitrage criteria, hedging problems, portfolio optimization -- can be studied in this general setting opening the door to set-valued techniques. In this note we explore, in such a general framework, the stochastic Mayer control problem, consisting in the maximization of the expected utility of the portfolio terminal wealth. We get results on continuity of the optimal value and the optimal control under price approximations in a general multi-asset framework described by the geometric formalism.",2026-05-12T08:05:30Z
2605.14647v1,arxiv,scientific,Multiscale Topological Inference for Marked Point Processes via Euler Characteristic Envelopes,"Multiscale Topological Inference for Marked Point Processes via Euler Characteristic Envelopes

The statistical analysis of marked point processes requires disentangling complex spatial arrangements from attribute-dependent interactions. While classical summary statistics are effective for second-order dependencies, they frequently fail to capture higher-order topological structures and non-linear interactions between marks and space. In this work, we propose a novel multiscale topological inference framework for marked point processes by integrating mark-weighted filtrations with Euler Characteristic envelopes. We redefine the underlying metric space using an exponential mark-weighted distance, which modulates connectivity based on attribute similarity, effectively accelerating the merger of connected components among homophilic neighbors. To ensure rigorous statistical inference, we apply non-parametric global envelope tests to the resulting Euler Characteristic Curves, allowing for formal hypothesis testing against the null model of random labeling. Furthermore, we introduce a local decomposition of the topological signal via Z-scores at the critical filtration scale to identify and localize structural hubs and topological barriers. Systematic simulations across various scenarios demonstrate the framework's high specificity and sensitivity to attribute-space dependencies while remaining robust against purely geometric effects. This methodology provides a comprehensive and interpretable toolkit for identifying, quantifying, and localizing complex structural dependencies in marked spatial data, bridging the gap between topological data analysis and classical point process statistics.",2026-05-14T10:05:25Z
pubmed_42110097,pubmed,medical,Personalized Medicine Interventions for Glycemic Control in Adults With Type 2 Diabetes: A Systematic Review.,"Personalized Medicine Interventions for Glycemic Control in Adults With Type 2 Diabetes: A Systematic Review.

Type 2 diabetes mellitus (T2DM) is a heterogeneous condition in which patients differ markedly in glycemic patterns, treatment responses, and self-management capacity, limiting the effectiveness of uniform care models. Personalized medicine aims to tailor diabetes management using patient-specific data, behaviors, and risk profiles, but the clinical impact of different personalization strategies remains variable. A comprehensive search of major biomedical databases was conducted to identify eligible studies evaluating individualized interventions in adults with T2DM, and 27 studies were included. Evidence was synthesized narratively due to clinical and methodological heterogeneity. Across the included studies, personalized approaches were generally associated with improved glycemic control compared with usual care, although the magnitude and consistency of benefit varied by intervention type and implementation intensity. Larger and more durable improvements were most often observed in interventions that combined objective patient data with actionable care pathways, particularly in high-risk populations or during periods of therapeutic change. These findings suggest that personalization may improve glycemic outcomes in certain settings, although the certainty of evidence remains limited due to study heterogeneity and variations in design and quality.",2026
pubmed_42134356,pubmed,medical,"Addition of autologous stem-cell transplantation to an ibrutinib-containing first-line treatment in patients aged 18-65 years with mantle cell lymphoma (TRIANGLE): 4·5-year follow-up of a three-arm, randomised, open-label, phase 3 superiority trial of the European MCL Network.","Addition of autologous stem-cell transplantation to an ibrutinib-containing first-line treatment in patients aged 18-65 years with mantle cell lymphoma (TRIANGLE): 4·5-year follow-up of a three-arm, randomised, open-label, phase 3 superiority trial of the European MCL Network.

Adding ibrutinib to standard, first-line immunochemotherapy improves failure-free survival in adult patients aged 18-65 years with mantle cell lymphoma, according to the first results from the TRIANGLE trial. With prolonged follow-up, we investigated whether the addition of autologous stem-cell transplantation (ASCT) to an ibrutinib-containing regimen improves failure-free survival, and evaluated effects on overall survival.",2026
pubmed_42130211,pubmed,medical,"Multicenter Prospective Phase II Study of Induction Therapy With Pembrolizumab, Cisplatin, and Fluorouracil in Patients With Locally Advanced Head and Neck Cancer.","Multicenter Prospective Phase II Study of Induction Therapy With Pembrolizumab, Cisplatin, and Fluorouracil in Patients With Locally Advanced Head and Neck Cancer.

BackgroundThe approved induction chemotherapy regimen with docetaxel, cisplatin, and 5-fluorouracil is associated with a high risk of severe toxicity, which may compromise the feasibility of subsequent chemoradiation. Safer and more effective induction strategies are needed for patients with unresectable locally advanced head and neck squamous cell carcinoma (HNSCC).MethodsWe aimed to evaluate the feasibility, efficacy, and safety of induction immunochemotherapy followed by (chemo)radiation in patients with unresectable locally advanced HNSCC. In this prospective, multicenter, non-randomized phase II trial, patients with PD-L1-positive (Combined Positive Score ≥1) locally advanced squamous cell carcinoma of the oropharynx, larynx, or hypopharynx and an Eastern Cooperative Oncology Group (ECOG) performance status of 0-2 received three 21-day cycles of pembrolizumab, cisplatin, and 5-fluorouracil, followed by chemoradiotherapy or radiotherapy in the absence of disease progression.ResultsAmong 120 enrolled patients, 116 were evaluable for response. The objective response rate after induction therapy was 62.9%, including 16.4% complete responses. After a median follow-up of 26 months, the 2-year PFS and OS rates were 53.0% and 65.1%, respectively. Grade 3-4 adverse events occurred in 30.8% of patients, with neutropenia reported in 23.3% and febrile neutropenia in 1.7%. Immune-related events were infrequent and mild (skin rash: 1.7%; hypothyroidism: 0.8%). No treatment-related deaths occurred.ConclusionsInduction immunochemotherapy with pembrolizumab, cisplatin, and fluorouracil demonstrated encouraging efficacy, manageable toxicity, and high transition and completion rates of chemoradiation. These findings should be considered hypothesis-generating rather than practice-changing and require confirmation in a randomized trial.",2026
pubmed_42136344,pubmed,medical,Role of Brain Insulin Resistance in the Pathogenesis of Alzheimer's Disease.,"Role of Brain Insulin Resistance in the Pathogenesis of Alzheimer's Disease.

Alzheimer's disease (AD) is the most common type of dementia,in which brain insulin resistance (BIR) plays a key role.BIR affects the response of brain cells to insulin and is associated with cognitive decline and pathological features of AD.This study explores the role of BIR in the pathogenesis of AD and evaluates potential treatment strategies,aiming to provide new directions for the prevention and treatment of AD.",2026
